Base;Fecha;Año;Mes;Temperatura
Matienzo;1/2/2009;2009;2;-4
Matienzo;1/3/2009;2009;3;-6
Matienzo;1/4/2009;2009;4;-9
Matienzo;1/5/2009;2009;5;-11
Matienzo;1/6/2009;2009;6;-14
Matienzo;1/7/2009;2009;7;-16
Matienzo;1/8/2009;2009;8;-15
Matienzo;1/9/2009;2009;9;-12
Matienzo;1/10/2009;2009;10;-9
Matienzo;1/11/2009;2009;11;-7
Matienzo;1/12/2009;2009;12;-4
Carlini;1/1/2009;2009;1;0
Carlini;1/2/2009;2009;2;-2
Carlini;1/3/2009;2009;3;-4
Carlini;1/4/2009;2009;4;-7
Carlini;1/5/2009;2009;5;-9
Carlini;1/6/2009;2009;6;-12
Carlini;1/7/2009;2009;7;-14
Carlini;1/8/2009;2009;8;-13
Carlini;1/9/2009;2009;9;-10
Carlini;1/10/2009;2009;10;-7
Carlini;1/11/2009;2009;11;-5
Carlini;1/12/2009;2009;12;-2
Esperanza;1/1/2010;2010;1;1
Esperanza;1/2/2010;2010;2;-1
Esperanza;1/3/2010;2010;3;-3
Esperanza;1/4/2010;2010;4;-6
Esperanza;1/5/2010;2010;5;-8
Esperanza;1/6/2010;2010;6;-11
Esperanza;1/7/2010;2010;7;-13
Esperanza;1/8/2010;2010;8;-12
Esperanza;1/9/2010;2010;9;-9
Esperanza;1/10/2010;2010;10;-6
Esperanza;1/11/2010;2010;11;-4
Esperanza;1/12/2010;2010;12;0
Marambio;1/1/2010;2010;1;-2
Marambio;1/2/2010;2010;2;-4
Marambio;1/3/2010;2010;3;-6
Marambio;1/4/2010;2010;4;-9
Marambio;1/5/2010;2010;5;-11
Marambio;1/6/2010;2010;6;-14
Marambio;1/7/2010;2010;7;-16
Marambio;1/8/2010;2010;8;-15
Marambio;1/9/2010;2010;9;-12
Marambio;1/10/2010;2010;10;-9
Marambio;1/11/2010;2010;11;-7
Marambio;1/12/2010;2010;12;-4
Orcadas;1/1/2010;2010;1;-3
Orcadas;1/2/2010;2010;2;-5
Orcadas;1/3/2010;2010;3;-7
Orcadas;1/4/2010;2010;4;-10
Orcadas;1/5/2010;2010;5;-12
Orcadas;1/6/2010;2010;6;-15
Orcadas;1/7/2010;2010;7;-17
Orcadas;1/8/2010;2010;8;-16
Orcadas;1/9/2010;2010;9;-13
Orcadas;1/10/2010;2010;10;-10
Orcadas;1/11/2010;2010;11;-8
Orcadas;1/12/2010;2010;12;-5
San Martín;1/1/2010;2010;1;2
San Martín;1/2/2010;2010;2;0
San Martín;1/3/2010;2010;3;-2
San Martín;1/4/2010;2010;4;-5
San Martín;1/5/2010;2010;5;-7
San Martín;1/6/2010;2010;6;-10
San Martín;1/7/2010;2010;7;-12
San Martín;1/8/2010;2010;8;-11
San Martín;1/9/2010;2010;9;-8
San Martín;1/10/2010;2010;10;-5
San Martín;1/11/2010;2010;11;-3
San Martín;1/12/2010;2010;12;1
Belgrano II;1/1/2010;2010;1;-6
Belgrano II;1/2/2010;2010;2;-8
Belgrano II;1/3/2010;2010;3;-10
Belgrano II;1/4/2010;2010;4;-13
Belgrano II;1/5/2010;2010;5;-15
Belgrano II;1/6/2010;2010;6;-18
Belgrano II;1/7/2010;2010;7;-20
Belgrano II;1/8/2010;2010;8;-19
Belgrano II;1/9/2010;2010;9;-15
Belgrano II;1/10/2010;2010;10;-12
Belgrano II;1/11/2010;2010;11;-10
Belgrano II;1/12/2010;2010;12;-7
Cámara;1/1/2010;2010;1;0
Cámara;1/2/2010;2010;2;-2
Cámara;1/3/2010;2010;3;-4
Cámara;1/4/2010;2010;4;-7
Cámara;1/5/2010;2010;5;-9
Cámara;1/6/2010;2010;6;-12
Cámara;1/7/2010;2010;7;-14
Cámara;1/8/2010;2010;8;-13
Cámara;1/9/2010;2010;9;-10
Cámara;1/10/2010;2010;10;-7
Cámara;1/11/2010;2010;11;-5
Cámara;1/12/2010;2010;12;-2
Decepción;1/1/2010;2010;1;-1
Decepción;1/2/2010;2010;2;-3
Decepción;1/3/2010;2010;3;-5
Decepción;1/4/2010;2010;4;-8
Decepción;1/5/2010;2010;5;-10
Decepción;1/6/2010;2010;6;-13
Decepción;1/7/2010;2010;7;-15
Decepción;1/8/2010;2010;8;-14
Decepción;1/9/2010;2010;9;-11
Decepción;1/10/2010;2010;10;-8
Decepción;1/11/2010;2010;11;-6
Decepción;1/12/2010;2010;12;-3
Primavera;1/1/2010;2010;1;1
Primavera;1/2/2010;2010;2;-1
Primavera;1/3/2010;2010;3;-3
Primavera;1/4/2010;2010;4;-6
Primavera;1/5/2010;2010;5;-8
Primavera;1/6/2010;2010;6;-11
Primavera;1/7/2010;2010;7;-13
Primavera;1/8/2010;2010;8;-12
Primavera;1/9/2010;2010;9;-9
Primavera;1/10/2010;2010;10;-6
Primavera;1/11/2010;2010;11;-4
Primavera;1/12/2010;2010;12;0
Melchior;1/1/2010;2010;1;-4
Melchior;1/2/2010;2010;2;-6
Melchior;1/3/2010;2010;3;-8
Melchior;1/4/2010;2010;4;-11
Melchior;1/5/2010;2010;5;-13
Melchior;1/6/2010;2010;6;-16
Melchior;1/7/2010;2010;7;-18
Melchior;1/8/2010;2010;8;-17
Melchior;1/9/2010;2010;9;-14
Melchior;1/10/2010;2010;10;-11
Melchior;1/11/2010;2010;11;-9
Melchior;1/12/2010;2010;12;-6
Brown;1/1/2010;2010;1;-5
Brown;1/2/2010;2010;2;-7
Brown;1/3/2010;2010;3;-9
Brown;1/4/2010;2010;4;-12
Brown;1/5/2010;2010;5;-14
Brown;1/6/2010;2010;6;-17
Brown;1/7/2010;2010;7;-19
Brown;1/8/2010;2010;8;-18
Brown;1/9/2010;2010;9;-15
Brown;1/10/2010;2010;10;-12
Brown;1/11/2010;2010;11;-10
Brown;1/12/2010;2010;12;-7
Petrel;1/1/2010;2010;1;-4
Petrel;1/2/2010;2010;2;-6
Petrel;1/3/2010;2010;3;-8
Petrel;1/4/2010;2010;4;-11
Petrel;1/5/2010;2010;5;-13
Petrel;1/6/2010;2010;6;-16
Petrel;1/7/2010;2010;7;-18
Petrel;1/8/2010;2010;8;-17
Petrel;1/9/2010;2010;9;-14
Petrel;1/10/2010;2010;10;-11
Petrel;1/11/2010;2010;11;-9
Petrel;1/12/2010;2010;12;-6
Matienzo;1/1/2010;2010;1;-2
Matienzo;1/2/2010;2010;2;-4
Matienzo;1/3/2010;2010;3;-6
Matienzo;1/4/2010;2010;4;-9
Matienzo;1/5/2010;2010;5;-11
Matienzo;1/6/2010;2010;6;-14
Matienzo;1/7/2010;2010;7;-16
Matienzo;1/8/2010;2010;8;-15
Matienzo;1/9/2010;2010;9;-12
Matienzo;1/10/2010;2010;10;-9
Matienzo;1/11/2010;2010;11;-7
Matienzo;1/12/2010;2010;12;-4
Carlini;1/1/2010;2010;1;0
Carlini;1/2/2010;2010;2;-2
Carlini;1/3/2010;2010;3;-4
Carlini;1/4/2010;2010;4;-7
Carlini;1/5/2010;2010;5;-9
Carlini;1/6/2010;2010;6;-12
Carlini;1/7/2010;2010;7;-14
Carlini;1/8/2010;2010;8;-13
Carlini;1/9/2010;2010;9;-10
Carlini;1/10/2010;2010;10;-7
Carlini;1/11/2010;2010;11;-5
Carlini;1/12/2010;2010;12;-2
Esperanza;1/1/2011;2011;1;1
Esperanza;1/2/2011;2011;2;-1
Esperanza;1/3/2011;2011;3;-3
Esperanza;1/4/2011;2011;4;-6
Esperanza;1/5/2011;2011;5;-8
Esperanza;1/6/2011;2011;6;-11
Esperanza;1/7/2011;2011;7;-13
Esperanza;1/8/2011;2011;8;-12
Esperanza;1/9/2011;2011;9;-9
Esperanza;1/10/2011;2011;10;-6
Esperanza;1/11/2011;2011;11;-4
Esperanza;1/12/2011;2011;12;0
Marambio;1/1/2011;2011;1;-2
Marambio;1/2/2011;2011;2;-4
Marambio;1/3/2011;2011;3;-6
Marambio;1/4/2011;2011;4;-9
Marambio;1/5/2011;2011;5;-11
Marambio;1/6/2011;2011;6;-14
Marambio;1/7/2011;2011;7;-16
Marambio;1/8/2011;2011;8;-15
Marambio;1/9/2011;2011;9;-12
Marambio;1/10/2011;2011;10;-9
Marambio;1/11/2011;2011;11;-7
Marambio;1/12/2011;2011;12;-4
Orcadas;1/1/2011;2011;1;-3
Orcadas;1/2/2011;2011;2;-5
Orcadas;1/3/2011;2011;3;-7
Orcadas;1/4/2011;2011;4;-10
Orcadas;1/5/2011;2011;5;-12
Orcadas;1/6/2011;2011;6;-15
Orcadas;1/7/2011;2011;7;-17
Orcadas;1/8/2011;2011;8;-16
Orcadas;1/9/2011;2011;9;-13
Orcadas;1/10/2011;2011;10;-10
Orcadas;1/11/2011;2011;11;-8
Orcadas;1/12/2011;2011;12;-5
San Martín;1/1/2011;2011;1;2
San Martín;1/2/2011;2011;2;0
San Martín;1/3/2011;2011;3;-2
San Martín;1/4/2011;2011;4;-5
San Martín;1/5/2011;2011;5;-7
San Martín;1/6/2011;2011;6;-10
San Martín;1/7/2011;2011;7;-12
San Martín;1/8/2011;2011;8;-11
San Martín;1/9/2011;2011;9;-8
San Martín;1/10/2011;2011;10;-5
San Martín;1/11/2011;2011;11;-3
San Martín;1/12/2011;2011;12;1
Belgrano II;1/1/2011;2011;1;-6
Belgrano II;1/2/2011;2011;2;-8
Belgrano II;1/3/2011;2011;3;-10
Belgrano II;1/4/2011;2011;4;-13
Belgrano II;1/5/2011;2011;5;-15
Belgrano II;1/6/2011;2011;6;-18
Belgrano II;1/7/2011;2011;7;-20
Belgrano II;1/8/2011;2011;8;-19
Belgrano II;1/9/2011;2011;9;-15
Belgrano II;1/10/2011;2011;10;-12
Belgrano II;1/11/2011;2011;11;-10
Belgrano II;1/12/2011;2011;12;-7
Cámara;1/1/2011;2011;1;0
Cámara;1/2/2011;2011;2;-2
Cámara;1/3/2011;2011;3;-4
Cámara;1/4/2011;2011;4;-7
Cámara;1/5/2011;2011;5;-9
Cámara;1/6/2011;2011;6;-12
Cámara;1/7/2011;2011;7;-14
Cámara;1/8/2011;2011;8;-13
Cámara;1/9/2011;2011;9;-10
Cámara;1/10/2011;2011;10;-7
Cámara;1/11/2011;2011;11;-5
Cámara;1/12/2011;2011;12;-2
Decepción;1/1/2011;2011;1;-1
Decepción;1/2/2011;2011;2;-3
Decepción;1/3/2011;2011;3;-5
Decepción;1/4/2011;2011;4;-8
Decepción;1/5/2011;2011;5;-10
Decepción;1/6/2011;2011;6;-13
Decepción;1/7/2011;2011;7;-15
Decepción;1/8/2011;2011;8;-14
Decepción;1/9/2011;2011;9;-11
Decepción;1/10/2011;2011;10;-8
Decepción;1/11/2011;2011;11;-6
Decepción;1/12/2011;2011;12;-3
Primavera;1/1/2011;2011;1;1
Primavera;1/2/2011;2011;2;-1
Primavera;1/3/2011;2011;3;-3
Primavera;1/4/2011;2011;4;-6
Primavera;1/5/2011;2011;5;-8
Primavera;1/6/2011;2011;6;-11
Primavera;1/7/2011;2011;7;-13
Primavera;1/8/2011;2011;8;-12
Primavera;1/9/2011;2011;9;-9
Primavera;1/10/2011;2011;10;-6
Primavera;1/11/2011;2011;11;-4
Primavera;1/12/2011;2011;12;0
Melchior;1/1/2011;2011;1;-4
Melchior;1/2/2011;2011;2;-6
Melchior;1/3/2011;2011;3;-8
Melchior;1/4/2011;2011;4;-11
Melchior;1/5/2011;2011;5;-13
Melchior;1/6/2011;2011;6;-16
Melchior;1/7/2011;2011;7;-18
Melchior;1/8/2011;2011;8;-17
Melchior;1/9/2011;2011;9;-14
Melchior;1/10/2011;2011;10;-11
Melchior;1/11/2011;2011;11;-9
Melchior;1/12/2011;2011;12;-6
Brown;1/1/2011;2011;1;-5
Brown;1/2/2011;2011;2;-7
Brown;1/3/2011;2011;3;-9
Brown;1/4/2011;2011;4;-12
Brown;1/5/2011;2011;5;-14
Brown;1/6/2011;2011;6;-17
Brown;1/7/2011;2011;7;-19
Brown;1/8/2011;2011;8;-18
Brown;1/9/2011;2011;9;-15
Brown;1/10/2011;2011;10;-12
Brown;1/11/2011;2011;11;-10
Brown;1/12/2011;2011;12;-7
Petrel;1/1/2011;2011;1;-4
Petrel;1/2/2011;2011;2;-6
Petrel;1/3/2011;2011;3;-8
Petrel;1/4/2011;2011;4;-11
Petrel;1/5/2011;2011;5;-13
Petrel;1/6/2011;2011;6;-16
Petrel;1/7/2011;2011;7;-18
Petrel;1/8/2011;2011;8;-17
Petrel;1/9/2011;2011;9;-14
Petrel;1/10/2011;2011;10;-11
Petrel;1/11/2011;2011;11;-9
Petrel;1/12/2011;2011;12;-6
Matienzo;1/1/2011;2011;1;-2
Matienzo;1/2/2011;2011;2;-4
Matienzo;1/3/2011;2011;3;-6
Matienzo;1/4/2011;2011;4;-9
Matienzo;1/5/2011;2011;5;-11
Matienzo;1/6/2011;2011;6;-14
Matienzo;1/7/2011;2011;7;-16
Matienzo;1/8/2011;2011;8;-15
Matienzo;1/9/2011;2011;9;-12
Matienzo;1/10/2011;2011;10;-9
Matienzo;1/11/2011;2011;11;-7
Matienzo;1/12/2011;2011;12;-4
Carlini;1/1/2011;2011;1;0
Carlini;1/2/2011;2011;2;-2
Carlini;1/3/2011;2011;3;-4
Carlini;1/4/2011;2011;4;-7
Carlini;1/5/2011;2011;5;-9
Carlini;1/6/2011;2011;6;-12
Carlini;1/7/2011;2011;7;-14
Carlini;1/8/2011;2011;8;-13
Carlini;1/9/2011;2011;9;-10
Carlini;1/10/2011;2011;10;-7
Carlini;1/11/2011;2011;11;-5
Carlini;1/12/2011;2011;12;-2
Esperanza;1/1/2012;2012;1;1
Esperanza;1/2/2012;2012;2;-1
Esperanza;1/3/2012;2012;3;-3
Esperanza;1/4/2012;2012;4;-6
Esperanza;1/5/2012;2012;5;-8
Esperanza;1/6/2012;2012;6;-11
Esperanza;1/7/2012;2012;7;-13
Esperanza;1/8/2012;2012;8;-12
Esperanza;1/9/2012;2012;9;-9
Esperanza;1/10/2012;2012;10;-6
Esperanza;1/11/2012;2012;11;-4
Esperanza;1/12/2012;2012;12;0
Marambio;1/1/2012;2012;1;-2
Marambio;1/2/2012;2012;2;-4
Marambio;1/3/2012;2012;3;-6
Marambio;1/4/2012;2012;4;-9
Marambio;1/5/2012;2012;5;-11
Marambio;1/6/2012;2012;6;-14
Marambio;1/7/2012;2012;7;-16
Marambio;1/8/2012;2012;8;-15
Marambio;1/9/2012;2012;9;-12
Marambio;1/10/2012;2012;10;-9
Marambio;1/11/2012;2012;11;-7
Marambio;1/12/2012;2012;12;-4
Orcadas;1/1/2012;2012;1;-3
Orcadas;1/2/2012;2012;2;-5
Orcadas;1/3/2012;2012;3;-7
Orcadas;1/4/2012;2012;4;-10
Orcadas;1/5/2012;2012;5;-12
Orcadas;1/6/2012;2012;6;-15
Orcadas;1/7/2012;2012;7;-17
Orcadas;1/8/2012;2012;8;-16
Orcadas;1/9/2012;2012;9;-13
Orcadas;1/10/2012;2012;10;-10
Orcadas;1/11/2012;2012;11;-8
Orcadas;1/12/2012;2012;12;-5
San Martín;1/1/2012;2012;1;2
San Martín;1/2/2012;2012;2;0
San Martín;1/3/2012;2012;3;-2
San Martín;1/4/2012;2012;4;-5
San Martín;1/5/2012;2012;5;-7
San Martín;1/6/2012;2012;6;-10
San Martín;1/7/2012;2012;7;-12
San Martín;1/8/2012;2012;8;-11
San Martín;1/9/2012;2012;9;-8
San Martín;1/10/2012;2012;10;-5
San Martín;1/11/2012;2012;11;-3
San Martín;1/12/2012;2012;12;1
Belgrano II;1/1/2012;2012;1;-6
Belgrano II;1/2/2012;2012;2;-8
Belgrano II;1/3/2012;2012;3;-10
Belgrano II;1/4/2012;2012;4;-13
Belgrano II;1/5/2012;2012;5;-15
Belgrano II;1/6/2012;2012;6;-18
Belgrano II;1/7/2012;2012;7;-20
Belgrano II;1/8/2012;2012;8;-19
Belgrano II;1/9/2012;2012;9;-15
Belgrano II;1/10/2012;2012;10;-12
Belgrano II;1/11/2012;2012;11;-10
Belgrano II;1/12/2012;2012;12;-7
Cámara;1/1/2012;2012;1;0
Cámara;1/2/2012;2012;2;-2
Cámara;1/3/2012;2012;3;-4
Cámara;1/4/2012;2012;4;-7
Cámara;1/5/2012;2012;5;-9
Cámara;1/6/2012;2012;6;-12
Cámara;1/7/2012;2012;7;-14
Cámara;1/8/2012;2012;8;-13
Cámara;1/9/2012;2012;9;-10
Cámara;1/10/2012;2012;10;-7
Cámara;1/11/2012;2012;11;-5
Cámara;1/12/2012;2012;12;-2
Decepción;1/1/2012;2012;1;-1
Decepción;1/2/2012;2012;2;-3
Decepción;1/3/2012;2012;3;-5
Decepción;1/4/2012;2012;4;-8
Decepción;1/5/2012;2012;5;-10
Decepción;1/6/2012;2012;6;-13
Decepción;1/7/2012;2012;7;-15
Decepción;1/8/2012;2012;8;-14
Decepción;1/9/2012;2012;9;-11
Decepción;1/10/2012;2012;10;-8
Decepción;1/11/2012;2012;11;-6
Decepción;1/12/2012;2012;12;-3
Primavera;1/1/2012;2012;1;1
Primavera;1/2/2012;2012;2;-1
Primavera;1/3/2012;2012;3;-3
Primavera;1/4/2012;2012;4;-6
Primavera;1/5/2012;2012;5;-8
Primavera;1/6/2012;2012;6;-11
Primavera;1/7/2012;2012;7;-13
Primavera;1/8/2012;2012;8;-12
Primavera;1/9/2012;2012;9;-9
Primavera;1/10/2012;2012;10;-6
Primavera;1/11/2012;2012;11;-4
Primavera;1/12/2012;2012;12;0
Melchior;1/1/2012;2012;1;-4
Melchior;1/2/2012;2012;2;-6
Melchior;1/3/2012;2012;3;-8
Melchior;1/4/2012;2012;4;-11
Melchior;1/5/2012;2012;5;-13
Melchior;1/6/2012;2012;6;-16
Melchior;1/7/2012;2012;7;-18
Melchior;1/8/2012;2012;8;-17
Melchior;1/9/2012;2012;9;-14
Melchior;1/10/2012;2012;10;-11
Melchior;1/11/2012;2012;11;-9
Melchior;1/12/2012;2012;12;-6
Brown;1/1/2012;2012;1;-5
Brown;1/2/2012;2012;2;-7
Brown;1/3/2012;2012;3;-9
Brown;1/4/2012;2012;4;-12
Brown;1/5/2012;2012;5;-14
Brown;1/6/2012;2012;6;-17
Brown;1/7/2012;2012;7;-19
Brown;1/8/2012;2012;8;-18
Brown;1/9/2012;2012;9;-15
Brown;1/10/2012;2012;10;-12
Brown;1/11/2012;2012;11;-10
Brown;1/12/2012;2012;12;-7
Petrel;1/1/2012;2012;1;-4
Petrel;1/2/2012;2012;2;-6
Petrel;1/3/2012;2012;3;-8
Petrel;1/4/2012;2012;4;-11
Petrel;1/5/2012;2012;5;-13
Petrel;1/6/2012;2012;6;-16
Petrel;1/7/2012;2012;7;-18
Petrel;1/8/2012;2012;8;-17
Petrel;1/9/2012;2012;9;-14
Petrel;1/10/2012;2012;10;-11
Petrel;1/11/2012;2012;11;-9
Petrel;1/12/2012;2012;12;-6
Matienzo;1/1/2012;2012;1;-2
Matienzo;1/2/2012;2012;2;-4
Matienzo;1/3/2012;2012;3;-6
Matienzo;1/4/2012;2012;4;-9
Matienzo;1/5/2012;2012;5;-11
Matienzo;1/6/2012;2012;6;-14
Matienzo;1/7/2012;2012;7;-16
Matienzo;1/8/2012;2012;8;-15
Matienzo;1/9/2012;2012;9;-12
Matienzo;1/10/2012;2012;10;-9
Matienzo;1/11/2012;2012;11;-7
Matienzo;1/12/2012;2012;12;-4
Carlini;1/1/2012;2012;1;0
Carlini;1/2/2012;2012;2;-2
Carlini;1/3/2012;2012;3;-4
Carlini;1/4/2012;2012;4;-7
Carlini;1/5/2012;2012;5;-9
Carlini;1/6/2012;2012;6;-12
Carlini;1/7/2012;2012;7;-14
Carlini;1/8/2012;2012;8;-13
Carlini;1/9/2012;2012;9;-10
Carlini;1/10/2012;2012;10;-7
Carlini;1/11/2012;2012;11;-5
Carlini;1/12/2012;2012;12;-2
Carlini;1/1/2013;2013;1;-1
Carlini;1/2/2013;2013;2;-2
Carlini;1/3/2013;2013;3;-4
Carlini;1/4/2013;2013;4;-7
Carlini;1/5/2013;2013;5;-9
Carlini;1/6/2013;2013;6;-12
Carlini;1/7/2013;2013;7;-14
Carlini;1/8/2013;2013;8;-13
Carlini;1/9/2013;2013;9;-10
Carlini;1/10/2013;2013;10;-7
Carlini;1/11/2013;2013;11;-5
Carlini;1/12/2013;2013;12;-2
Esperanza;1/1/2013;2013;1;-3
Esperanza;1/2/2013;2013;2;-5
Esperanza;1/3/2013;2013;3;-7
Esperanza;1/4/2013;2013;4;-10
Esperanza;1/5/2013;2013;5;-12
Esperanza;1/6/2013;2013;6;-15
Esperanza;1/7/2013;2013;7;-17
Esperanza;1/8/2013;2013;8;-16
Esperanza;1/9/2013;2013;9;-13
Esperanza;1/10/2013;2013;10;-10
Esperanza;1/11/2013;2013;11;-8
Esperanza;1/12/2013;2013;12;-5
Marambio;1/1/2013;2013;1;-2
Marambio;1/2/2013;2013;2;-4
Marambio;1/3/2013;2013;3;-6
Marambio;1/4/2013;2013;4;-9
Marambio;1/5/2013;2013;5;-11
Marambio;1/6/2013;2013;6;-14
Marambio;1/7/2013;2013;7;-16
Marambio;1/8/2013;2013;8;-15
Marambio;1/9/2013;2013;9;-12
Marambio;1/10/2013;2013;10;-9
Marambio;1/11/2013;2013;11;-7
Marambio;1/12/2013;2013;12;-4
Orcadas;1/1/2013;2013;1;-3
Orcadas;1/2/2013;2013;2;-5
Orcadas;1/3/2013;2013;3;-7
Orcadas;1/4/2013;2013;4;-10
Orcadas;1/5/2013;2013;5;-12
Orcadas;1/6/2013;2013;6;-15
Orcadas;1/7/2013;2013;7;-17
Orcadas;1/8/2013;2013;8;-16
Orcadas;1/9/2013;2013;9;-13
Orcadas;1/10/2013;2013;10;-10
Orcadas;1/11/2013;2013;11;-8
Orcadas;1/12/2013;2013;12;-5
San Martín;1/1/2013;2013;1;3
San Martín;1/2/2013;2013;2;1
San Martín;1/3/2013;2013;3;-1
San Martín;1/4/2013;2013;4;-4
San Martín;1/5/2013;2013;5;-6
San Martín;1/6/2013;2013;6;-9
San Martín;1/7/2013;2013;7;-11
San Martín;1/8/2013;2013;8;-10
San Martín;1/9/2013;2013;9;-7
San Martín;1/10/2013;2013;10;-4
San Martín;1/11/2013;2013;11;-2
San Martín;1/12/2013;2013;12;2
Belgrano II;1/1/2013;2013;1;-5
Belgrano II;1/2/2013;2013;2;-7
Belgrano II;1/3/2013;2013;3;-9
Belgrano II;1/4/2013;2013;4;-12
Belgrano II;1/5/2013;2013;5;-14
Belgrano II;1/6/2013;2013;6;-17
Belgrano II;1/7/2013;2013;7;-19
Belgrano II;1/8/2013;2013;8;-18
Belgrano II;1/9/2013;2013;9;-14
Belgrano II;1/10/2013;2013;10;-11
Belgrano II;1/11/2013;2013;11;-9
Belgrano II;1/12/2013;2013;12;-6
Cámara;1/1/2013;2013;1;1
Cámara;1/2/2013;2013;2;-1
Cámara;1/3/2013;2013;3;-3
Cámara;1/4/2013;2013;4;-6
Cámara;1/5/2013;2013;5;-8
Cámara;1/6/2013;2013;6;-11
Cámara;1/7/2013;2013;7;-13
Cámara;1/8/2013;2013;8;-12
Cámara;1/9/2013;2013;9;-9
Cámara;1/10/2013;2013;10;-6
Cámara;1/11/2013;2013;11;-4
Cámara;1/12/2013;2013;12;-1
Decepción;1/1/2013;2013;1;0
Decepción;1/2/2013;2013;2;-2
Decepción;1/3/2013;2013;3;-4
Decepción;1/4/2013;2013;4;-7
Decepción;1/5/2013;2013;5;-9
Decepción;1/6/2013;2013;6;-12
Decepción;1/7/2013;2013;7;-14
Decepción;1/8/2013;2013;8;-13
Decepción;1/9/2013;2013;9;-10
Decepción;1/10/2013;2013;10;-7
Decepción;1/11/2013;2013;11;-5
Decepción;1/12/2013;2013;12;-2
Primavera;1/1/2013;2013;1;2
Primavera;1/2/2013;2013;2;0
Primavera;1/3/2013;2013;3;-2
Primavera;1/4/2013;2013;4;-5
Primavera;1/5/2013;2013;5;-7
Primavera;1/6/2013;2013;6;-10
Primavera;1/7/2013;2013;7;-12
Primavera;1/8/2013;2013;8;-11
Primavera;1/9/2013;2013;9;-8
Primavera;1/10/2013;2013;10;-5
Primavera;1/11/2013;2013;11;-3
Primavera;1/12/2013;2013;12;1
Melchior;1/1/2013;2013;1;-3
Melchior;1/2/2013;2013;2;-5
Melchior;1/3/2013;2013;3;-7
Melchior;1/4/2013;2013;4;-10
Melchior;1/5/2013;2013;5;-12
Melchior;1/6/2013;2013;6;-15
Melchior;1/7/2013;2013;7;-17
Melchior;1/8/2013;2013;8;-16
Melchior;1/9/2013;2013;9;-13
Melchior;1/10/2013;2013;10;-10
Melchior;1/11/2013;2013;11;-8
Melchior;1/12/2013;2013;12;-5
Brown;1/1/2013;2013;1;-4
Brown;1/2/2013;2013;2;-6
Brown;1/3/2013;2013;3;-8
Brown;1/4/2013;2013;4;-11
Brown;1/5/2013;2013;5;-13
Brown;1/6/2013;2013;6;-16
Brown;1/7/2013;2013;7;-18
Brown;1/8/2013;2013;8;-17
Brown;1/9/2013;2013;9;-14
Brown;1/10/2013;2013;10;-11
Brown;1/11/2013;2013;11;-9
Brown;1/12/2013;2013;12;-6
Petrel;1/1/2013;2013;1;-3
Petrel;1/2/2013;2013;2;-5
Petrel;1/3/2013;2013;3;-7
Petrel;1/4/2013;2013;4;-10
Petrel;1/5/2013;2013;5;-12
Petrel;1/6/2013;2013;6;-15
Petrel;1/7/2013;2013;7;-17
Petrel;1/8/2013;2013;8;-16
Petrel;1/9/2013;2013;9;-13
Petrel;1/10/2013;2013;10;-10
Petrel;1/11/2013;2013;11;-8
Petrel;1/12/2013;2013;12;-5
Matienzo;1/1/2013;2013;1;-1
Matienzo;1/2/2013;2013;2;-3
Matienzo;1/3/2013;2013;3;-5
Matienzo;1/4/2013;2013;4;-8
Matienzo;1/5/2013;2013;5;-10
Matienzo;1/6/2013;2013;6;-13
Matienzo;1/7/2013;2013;7;-15
Matienzo;1/8/2013;2013;8;-14
Matienzo;1/9/2013;2013;9;-11
Matienzo;1/10/2013;2013;10;-8
Matienzo;1/11/2013;2013;11;-6
Matienzo;1/12/2013;2013;12;-3
Carlini;1/1/2014;2014;1;-2
Carlini;1/2/2014;2014;2;-3
Carlini;1/3/2014;2014;3;-5
Carlini;1/4/2014;2014;4;-8
Carlini;1/5/2014;2014;5;-10
Carlini;1/6/2014;2014;6;-13
Carlini;1/7/2014;2014;7;-15
Carlini;1/8/2014;2014;8;-14
Carlini;1/9/2014;2014;9;-11
Carlini;1/10/2014;2014;10;-8
Carlini;1/11/2014;2014;11;-6
Carlini;1/12/2014;2014;12;-3
Esperanza;1/1/2014;2014;1;-4
Esperanza;1/2/2014;2014;2;-6
Esperanza;1/3/2014;2014;3;-8
Esperanza;1/4/2014;2014;4;-11
Esperanza;1/5/2014;2014;5;-13
Esperanza;1/6/2014;2014;6;-16
Esperanza;1/7/2014;2014;7;-18
Esperanza;1/8/2014;2014;8;-17
Esperanza;1/9/2014;2014;9;-14
Esperanza;1/10/2014;2014;10;-11
Esperanza;1/11/2014;2014;11;-9
Esperanza;1/12/2014;2014;12;-6
Marambio;1/1/2014;2014;1;-3
Marambio;1/2/2014;2014;2;-5
Marambio;1/3/2014;2014;3;-7
Marambio;1/4/2014;2014;4;-10
Marambio;1/5/2014;2014;5;-12
Marambio;1/6/2014;2014;6;-15
Marambio;1/7/2014;2014;7;-17
Marambio;1/8/2014;2014;8;-16
Marambio;1/9/2014;2014;9;-13
Marambio;1/10/2014;2014;10;-10
Marambio;1/11/2014;2014;11;-8
Marambio;1/12/2014;2014;12;-5
Orcadas;1/1/2014;2014;1;-4
Orcadas;1/2/2014;2014;2;-6
Orcadas;1/3/2014;2014;3;-8
Orcadas;1/4/2014;2014;4;-11
Orcadas;1/5/2014;2014;5;-13
Orcadas;1/6/2014;2014;6;-16
